Werte_Zuers:;;monat;HS_m;h_year
14.04.1993;155;4;1.55;1993
15.04.1993;148;4;1.48;1993
16.04.1993;155;4;1.55;1993
17.04.1993;154;4;1.54;1993
18.04.1993;150;4;1.5;1993
19.04.1993;145;4;1.45;1993
20.04.1993;140;4;1.4;1993
21.04.1993;135;4;1.35;1993
22.04.1993;130;4;1.3;1993
23.04.1993;125;4;1.25;1993
24.04.1993;120;4;1.2;1993
25.04.1993;115;4;1.15;1993
26.04.1993;105;4;1.05;1993
27.04.1993;100;4;1;1993
28.04.1993;90;4;0.9;1993
29.04.1993;85;4;0.85;1993
30.04.1993;75;4;0.75;1993
01.05.1993;70;5;0.7;1993
02.05.1993;65;5;0.65;1993
03.05.1993;60;5;0.6;1993
04.05.1993;55;5;0.55;1993
05.05.1993;45;5;0.45;1993
06.05.1993;35;5;0.35;1993
07.05.1993;25;5;0.25;1993
08.05.1993;15;5;0.15;1993
09.05.1993;5;5;0.05;1993
10.05.1993;0;5;0;1993
11.05.1993;0;5;0;1993
12.05.1993;0;5;0;1993
13.05.1993;0;5;0;1993
14.05.1993;0;5;0;1993
15.05.1993;0;5;0;1993
16.05.1993;0;5;0;1993
17.05.1993;0;5;0;1993
18.05.1993;0;5;0;1993
19.05.1993;0;5;0;1993
20.05.1993;0;5;0;1993
21.05.1993;0;5;0;1993
22.05.1993;0;5;0;1993
23.05.1993;0;5;0;1993
24.05.1993;0;5;0;1993
25.05.1993;0;5;0;1993
26.05.1993;0;5;0;1993
27.05.1993;0;5;0;1993
28.05.1993;0;5;0;1993
29.05.1993;0;5;0;1993
30.05.1993;0;5;0;1993
31.05.1993;0;5;0;1993
01.06.1993;0;6;0;1993
02.06.1993;0;6;0;1993
03.06.1993;0;6;0;1993
04.06.1993;0;6;0;1993
05.06.1993;0;6;0;1993
06.06.1993;0;6;0;1993
07.06.1993;0;6;0;1993
08.06.1993;0;6;0;1993
09.06.1993;0;6;0;1993
10.06.1993;0;6;0;1993
11.06.1993;0;6;0;1993
12.06.1993;0;6;0;1993
13.06.1993;0;6;0;1993
14.06.1993;0;6;0;1993
15.06.1993;0;6;0;1993
16.06.1993;0;6;0;1993
17.06.1993;0;6;0;1993
18.06.1993;0;6;0;1993
19.06.1993;0;6;0;1993
20.06.1993;0;6;0;1993
21.06.1993;0;6;0;1993
22.06.1993;0;6;0;1993
23.06.1993;0;6;0;1993
24.06.1993;0;6;0;1993
25.06.1993;0;6;0;1993
26.06.1993;0;6;0;1993
27.06.1993;0;6;0;1993
28.06.1993;0;6;0;1993
29.06.1993;0;6;0;1993
30.06.1993;0;6;0;1993
01.07.1993;0;7;0;1993
02.07.1993;0;7;0;1993
03.07.1993;0;7;0;1993
04.07.1993;0;7;0;1993
05.07.1993;0;7;0;1993
06.07.1993;0;7;0;1993
07.07.1993;0;7;0;1993
08.07.1993;0;7;0;1993
09.07.1993;0;7;0;1993
10.07.1993;0;7;0;1993
11.07.1993;13;7;0.13;1993
12.07.1993;10;7;0.1;1993
13.07.1993;10;7;0.1;1993
14.07.1993;0;7;0;1993
15.07.1993;0;7;0;1993
16.07.1993;0;7;0;1993
17.07.1993;0;7;0;1993
18.07.1993;0;7;0;1993
19.07.1993;0;7;0;1993
20.07.1993;0;7;0;1993
21.07.1993;0;7;0;1993
22.07.1993;0;7;0;1993
23.07.1993;0;7;0;1993
24.07.1993;0;7;0;1993
25.07.1993;0;7;0;1993
26.07.1993;0;7;0;1993
27.07.1993;0;7;0;1993
28.07.1993;0;7;0;1993
29.07.1993;0;7;0;1993
30.07.1993;0;7;0;1993
31.07.1993;0;7;0;1993
01.08.1993;0;8;0;1993
02.08.1993;0;8;0;1993
03.08.1993;0;8;0;1993
04.08.1993;0;8;0;1993
05.08.1993;0;8;0;1993
06.08.1993;0;8;0;1993
07.08.1993;0;8;0;1993
08.08.1993;0;8;0;1993
09.08.1993;0;8;0;1993
10.08.1993;0;8;0;1993
11.08.1993;0;8;0;1993
12.08.1993;0;8;0;1993
13.08.1993;0;8;0;1993
14.08.1993;0;8;0;1993
15.08.1993;0;8;0;1993
16.08.1993;0;8;0;1993
17.08.1993;0;8;0;1993
18.08.1993;0;8;0;1993
19.08.1993;0;8;0;1993
20.08.1993;0;8;0;1993
21.08.1993;0;8;0;1993
22.08.1993;0;8;0;1993
23.08.1993;0;8;0;1993
24.08.1993;0;8;0;1993
25.08.1993;0;8;0;1993
26.08.1993;0;8;0;1993
27.08.1993;0;8;0;1993
28.08.1993;0;8;0;1993
29.08.1993;0;8;0;1993
30.08.1993;0;8;0;1993
31.08.1993;0;8;0;1993
01.09.1993;0;9;0;1993
02.09.1993;0;9;0;1993
03.09.1993;0;9;0;1993
04.09.1993;0;9;0;1993
05.09.1993;0;9;0;1993
06.09.1993;0;9;0;1993
07.09.1993;0;9;0;1993
08.09.1993;0;9;0;1993
09.09.1993;0;9;0;1993
10.09.1993;0;9;0;1993
11.09.1993;0;9;0;1993
12.09.1993;0;9;0;1993
13.09.1993;0;9;0;1993
14.09.1993;0;9;0;1993
15.09.1993;0;9;0;1993
16.09.1993;0;9;0;1993
17.09.1993;0;9;0;1993
18.09.1993;0;9;0;1993
19.09.1993;0;9;0;1993
20.09.1993;0;9;0;1993
21.09.1993;0;9;0;1993
22.09.1993;0;9;0;1993
23.09.1993;0;9;0;1993
24.09.1993;0;9;0;1993
25.09.1993;0;9;0;1993
26.09.1993;0;9;0;1993
27.09.1993;0;9;0;1993
28.09.1993;0;9;0;1993
29.09.1993;0;9;0;1993
30.09.1993;0;9;0;1993
01.10.1993;0;10;0;1994
02.10.1993;0;10;0;1994
03.10.1993;0;10;0;1994
04.10.1993;0;10;0;1994
05.10.1993;0;10;0;1994
06.10.1993;0;10;0;1994
07.10.1993;0;10;0;1994
08.10.1993;0;10;0;1994
09.10.1993;2;10;0.02;1994
10.10.1993;0;10;0;1994
11.10.1993;0;10;0;1994
12.10.1993;0;10;0;1994
13.10.1993;0;10;0;1994
14.10.1993;0;10;0;1994
15.10.1993;0;10;0;1994
16.10.1993;0;10;0;1994
17.10.1993;0;10;0;1994
18.10.1993;0;10;0;1994
19.10.1993;0;10;0;1994
20.10.1993;0;10;0;1994
21.10.1993;1;10;0.01;1994
22.10.1993;30;10;0.3;1994
23.10.1993;21;10;0.21;1994
24.10.1993;24;10;0.24;1994
25.10.1993;27;10;0.27;1994
26.10.1993;24;10;0.24;1994
27.10.1993;21;10;0.21;1994
28.10.1993;18;10;0.18;1994
29.10.1993;16;10;0.16;1994
30.10.1993;14;10;0.14;1994
31.10.1993;12;10;0.12;1994
01.11.1993;10;11;0.1;1994
02.11.1993;7;11;0.07;1994
03.11.1993;5;11;0.05;1994
04.11.1993;0;11;0;1994
05.11.1993;0;11;0;1994
06.11.1993;0;11;0;1994
07.11.1993;0;11;0;1994
08.11.1993;0;11;0;1994
09.11.1993;1;11;0.01;1994
10.11.1993;0;11;0;1994
11.11.1993;0;11;0;1994
12.11.1993;7;11;0.07;1994
13.11.1993;11;11;0.11;1994
14.11.1993;10;11;0.1;1994
15.11.1993;11;11;0.11;1994
16.11.1993;45;11;0.45;1994
17.11.1993;35;11;0.35;1994
18.11.1993;29;11;0.29;1994
19.11.1993;28;11;0.28;1994
20.11.1993;26;11;0.26;1994
21.11.1993;24;11;0.24;1994
22.11.1993;22;11;0.22;1994
23.11.1993;22;11;0.22;1994
24.11.1993;20;11;0.2;1994
25.11.1993;20;11;0.2;1994
26.11.1993;20;11;0.2;1994
27.11.1993;20;11;0.2;1994
28.11.1993;20;11;0.2;1994
29.11.1993;20;11;0.2;1994
30.11.1993;21;11;0.21;1994
01.12.1993;21;12;0.21;1994
02.12.1993;21;12;0.21;1994
03.12.1993;21;12;0.21;1994
04.12.1993;21;12;0.21;1994
05.12.1993;21;12;0.21;1994
06.12.1993;21;12;0.21;1994
07.12.1993;21;12;0.21;1994
08.12.1993;40;12;0.4;1994
09.12.1993;45;12;0.45;1994
10.12.1993;42;12;0.42;1994
11.12.1993;50;12;0.5;1994
12.12.1993;77;12;0.77;1994
13.12.1993;68;12;0.68;1994
14.12.1993;62;12;0.62;1994
15.12.1993;68;12;0.68;1994
16.12.1993;73;12;0.73;1994
17.12.1993;95;12;0.95;1994
18.12.1993;110;12;1.1;1994
19.12.1993;100;12;1;1994
20.12.1993;72;12;0.72;1994
21.12.1993;62;12;0.62;1994
22.12.1993;72;12;0.72;1994
23.12.1993;75;12;0.75;1994
24.12.1993;74;12;0.74;1994
25.12.1993;94;12;0.94;1994
26.12.1993;102;12;1.02;1994
27.12.1993;100;12;1;1994
28.12.1993;95;12;0.95;1994
29.12.1993;91;12;0.91;1994
30.12.1993;90;12;0.9;1994
31.12.1993;85;12;0.85;1994
01.01.1994;104;1;1.04;1994
02.01.1994;117;1;1.17;1994
03.01.1994;133;1;1.33;1994
04.01.1994;128;1;1.28;1994
05.01.1994;133;1;1.33;1994
06.01.1994;124;1;1.24;1994
07.01.1994;112;1;1.12;1994
08.01.1994;115;1;1.15;1994
09.01.1994;113;1;1.13;1994
10.01.1994;110;1;1.1;1994
11.01.1994;110;1;1.1;1994
12.01.1994;109;1;1.09;1994
13.01.1994;108;1;1.08;1994
14.01.1994;105;1;1.05;1994
15.01.1994;117;1;1.17;1994
16.01.1994;114;1;1.14;1994
17.01.1994;113;1;1.13;1994
18.01.1994;120;1;1.2;1994
19.01.1994;118;1;1.18;1994
20.01.1994;116;1;1.16;1994
21.01.1994;115;1;1.15;1994
22.01.1994;114;1;1.14;1994
23.01.1994;114;1;1.14;1994
24.01.1994;123;1;1.23;1994
25.01.1994;145;1;1.45;1994
26.01.1994;140;1;1.4;1994
27.01.1994;158;1;1.58;1994
28.01.1994;155;1;1.55;1994
29.01.1994;183;1;1.83;1994
30.01.1994;170;1;1.7;1994
31.01.1994;170;1;1.7;1994
01.02.1994;163;2;1.63;1994
02.02.1994;160;2;1.6;1994
03.02.1994;158;2;1.58;1994
04.02.1994;155;2;1.55;1994
05.02.1994;151;2;1.51;1994
06.02.1994;149;2;1.49;1994
07.02.1994;148;2;1.48;1994
08.02.1994;152;2;1.52;1994
09.02.1994;159;2;1.59;1994
10.02.1994;155;2;1.55;1994
11.02.1994;198;2;1.98;1994
12.02.1994;191;2;1.91;1994
13.02.1994;185;2;1.85;1994
14.02.1994;175;2;1.75;1994
15.02.1994;170;2;1.7;1994
16.02.1994;165;2;1.65;1994
17.02.1994;173;2;1.73;1994
18.02.1994;169;2;1.69;1994
19.02.1994;165;2;1.65;1994
20.02.1994;164;2;1.64;1994
21.02.1994;163;2;1.63;1994
22.02.1994;163;2;1.63;1994
23.02.1994;160;2;1.6;1994
24.02.1994;161;2;1.61;1994
25.02.1994;175;2;1.75;1994
26.02.1994;169;2;1.69;1994
27.02.1994;158;2;1.58;1994
28.02.1994;155;2;1.55;1994
01.03.1994;150;3;1.5;1994
02.03.1994;168;3;1.68;1994
03.03.1994;172;3;1.72;1994
04.03.1994;183;3;1.83;1994
05.03.1994;175;3;1.75;1994
06.03.1994;172;3;1.72;1994
07.03.1994;170;3;1.7;1994
08.03.1994;165;3;1.65;1994
09.03.1994;160;3;1.6;1994
10.03.1994;155;3;1.55;1994
11.03.1994;150;3;1.5;1994
12.03.1994;150;3;1.5;1994
13.03.1994;152;3;1.52;1994
14.03.1994;148;3;1.48;1994
15.03.1994;140;3;1.4;1994
16.03.1994;142;3;1.42;1994
17.03.1994;148;3;1.48;1994
18.03.1994;165;3;1.65;1994
19.03.1994;157;3;1.57;1994
20.03.1994;170;3;1.7;1994
21.03.1994;167;3;1.67;1994
22.03.1994;160;3;1.6;1994
23.03.1994;152;3;1.52;1994
24.03.1994;147;3;1.47;1994
25.03.1994;135;3;1.35;1994
26.03.1994;135;3;1.35;1994
27.03.1994;135;3;1.35;1994
28.03.1994;132;3;1.32;1994
29.03.1994;132;3;1.32;1994
30.03.1994;132;3;1.32;1994
31.03.1994;130;3;1.3;1994
01.04.1994;127;4;1.27;1994
02.04.1994;144;4;1.44;1994
03.04.1994;148;4;1.48;1994
04.04.1994;138;4;1.38;1994
05.04.1994;148;4;1.48;1994
06.04.1994;143;4;1.43;1994
07.04.1994;140;4;1.4;1994
08.04.1994;146;4;1.46;1994
09.04.1994;148;4;1.48;1994
10.04.1994;150;4;1.5;1994
11.04.1994;147;4;1.47;1994
12.04.1994;150;4;1.5;1994
13.04.1994;200;4;2;1994
14.04.1994;244;4;2.44;1994
15.04.1994;205;4;2.05;1994
16.04.1994;180;4;1.8;1994
17.04.1994;165;4;1.65;1994
18.04.1994;160;4;1.6;1994
19.04.1994;155;4;1.55;1994
20.04.1994;155;4;1.55;1994
21.04.1994;145;4;1.45;1994
22.04.1994;142;4;1.42;1994
23.04.1994;137;4;1.37;1994
24.04.1994;130;4;1.3;1994
25.04.1994;125;4;1.25;1994
26.04.1994;125;4;1.25;1994
27.04.1994;125;4;1.25;1994
28.04.1994;118;4;1.18;1994
29.04.1994;113;4;1.13;1994
30.04.1994;108;4;1.08;1994
01.05.1994;105;5;1.05;1994
02.05.1994;105;5;1.05;1994
03.05.1994;100;5;1;1994
04.05.1994;95;5;0.95;1994
05.05.1994;90;5;0.9;1994
06.05.1994;90;5;0.9;1994
07.05.1994;85;5;0.85;1994
08.05.1994;80;5;0.8;1994
09.05.1994;75;5;0.75;1994
10.05.1994;65;5;0.65;1994
11.05.1994;60;5;0.6;1994
12.05.1994;55;5;0.55;1994
13.05.1994;50;5;0.5;1994
14.05.1994;45;5;0.45;1994
15.05.1994;30;5;0.3;1994
16.05.1994;20;5;0.2;1994
17.05.1994;10;5;0.1;1994
18.05.1994;0;5;0;1994
19.05.1994;0;5;0;1994
20.05.1994;0;5;0;1994
21.05.1994;0;5;0;1994
22.05.1994;0;5;0;1994
23.05.1994;0;5;0;1994
24.05.1994;0;5;0;1994
25.05.1994;0;5;0;1994
26.05.1994;0;5;0;1994
27.05.1994;0;5;0;1994
28.05.1994;0;5;0;1994
29.05.1994;0;5;0;1994
30.05.1994;0;5;0;1994
31.05.1994;0;5;0;1994
01.06.1994;0;6;0;1994
02.06.1994;0;6;0;1994
03.06.1994;0;6;0;1994
04.06.1994;0;6;0;1994
05.06.1994;0;6;0;1994
06.06.1994;0;6;0;1994
07.06.1994;0;6;0;1994
08.06.1994;0;6;0;1994
09.06.1994;0;6;0;1994
10.06.1994;0;6;0;1994
11.06.1994;0;6;0;1994
12.06.1994;0;6;0;1994
13.06.1994;0;6;0;1994
14.06.1994;0;6;0;1994
15.06.1994;0;6;0;1994
16.06.1994;0;6;0;1994
17.06.1994;0;6;0;1994
18.06.1994;0;6;0;1994
19.06.1994;0;6;0;1994
20.06.1994;0;6;0;1994
21.06.1994;0;6;0;1994
22.06.1994;0;6;0;1994
23.06.1994;0;6;0;1994
24.06.1994;0;6;0;1994
25.06.1994;0;6;0;1994
26.06.1994;0;6;0;1994
27.06.1994;0;6;0;1994
28.06.1994;0;6;0;1994
29.06.1994;0;6;0;1994
30.06.1994;0;6;0;1994
01.07.1994;0;7;0;1994
02.07.1994;0;7;0;1994
03.07.1994;0;7;0;1994
04.07.1994;0;7;0;1994
05.07.1994;0;7;0;1994
06.07.1994;0;7;0;1994
07.07.1994;0;7;0;1994
08.07.1994;0;7;0;1994
09.07.1994;0;7;0;1994
10.07.1994;0;7;0;1994
11.07.1994;0;7;0;1994
12.07.1994;0;7;0;1994
13.07.1994;0;7;0;1994
14.07.1994;0;7;0;1994
15.07.1994;0;7;0;1994
16.07.1994;0;7;0;1994
17.07.1994;0;7;0;1994
18.07.1994;0;7;0;1994
19.07.1994;0;7;0;1994
20.07.1994;0;7;0;1994
21.07.1994;0;7;0;1994
22.07.1994;0;7;0;1994
23.07.1994;0;7;0;1994
24.07.1994;0;7;0;1994
25.07.1994;0;7;0;1994
26.07.1994;0;7;0;1994
27.07.1994;0;7;0;1994
28.07.1994;0;7;0;1994
29.07.1994;0;7;0;1994
30.07.1994;0;7;0;1994
31.07.1994;0;7;0;1994
01.08.1994;0;8;0;1994
02.08.1994;0;8;0;1994
03.08.1994;0;8;0;1994
04.08.1994;0;8;0;1994
05.08.1994;0;8;0;1994
06.08.1994;0;8;0;1994
07.08.1994;0;8;0;1994
08.08.1994;0;8;0;1994
09.08.1994;0;8;0;1994
10.08.1994;0;8;0;1994
11.08.1994;0;8;0;1994
12.08.1994;0;8;0;1994
13.08.1994;0;8;0;1994
14.08.1994;0;8;0;1994
15.08.1994;0;8;0;1994
16.08.1994;0;8;0;1994
17.08.1994;0;8;0;1994
18.08.1994;0;8;0;1994
19.08.1994;0;8;0;1994
20.08.1994;0;8;0;1994
21.08.1994;0;8;0;1994
22.08.1994;0;8;0;1994
23.08.1994;0;8;0;1994
24.08.1994;0;8;0;1994
25.08.1994;0;8;0;1994
26.08.1994;0;8;0;1994
27.08.1994;0;8;0;1994
28.08.1994;0;8;0;1994
29.08.1994;0;8;0;1994
30.08.1994;0;8;0;1994
31.08.1994;0;8;0;1994
01.09.1994;0;9;0;1994
02.09.1994;0;9;0;1994
03.09.1994;0;9;0;1994
04.09.1994;0;9;0;1994
05.09.1994;0;9;0;1994
06.09.1994;0;9;0;1994
07.09.1994;0;9;0;1994
08.09.1994;0;9;0;1994
09.09.1994;0;9;0;1994
10.09.1994;0;9;0;1994
11.09.1994;0;9;0;1994
12.09.1994;0;9;0;1994
13.09.1994;0;9;0;1994
14.09.1994;0;9;0;1994
15.09.1994;3;9;0.03;1994
16.09.1994;0;9;0;1994
17.09.1994;5;9;0.05;1994
18.09.1994;5;9;0.05;1994
19.09.1994;2;9;0.02;1994
20.09.1994;0;9;0;1994
21.09.1994;0;9;0;1994
22.09.1994;0;9;0;1994
23.09.1994;0;9;0;1994
24.09.1994;0;9;0;1994
25.09.1994;0;9;0;1994
26.09.1994;0;9;0;1994
27.09.1994;0;9;0;1994
28.09.1994;0;9;0;1994
29.09.1994;0;9;0;1994
30.09.1994;0;9;0;1994
01.10.1994;0;10;0;1995
02.10.1994;0;10;0;1995
03.10.1994;0;10;0;1995
04.10.1994;0;10;0;1995
05.10.1994;0;10;0;1995
06.10.1994;0;10;0;1995
07.10.1994;0;10;0;1995
08.10.1994;1;10;0.01;1995
09.10.1994;0;10;0;1995
10.10.1994;0;10;0;1995
11.10.1994;0;10;0;1995
12.10.1994;0;10;0;1995
13.10.1994;0;10;0;1995
14.10.1994;0;10;0;1995
15.10.1994;0;10;0;1995
16.10.1994;0;10;0;1995
17.10.1994;0;10;0;1995
18.10.1994;0;10;0;1995
19.10.1994;0;10;0;1995
20.10.1994;0;10;0;1995
21.10.1994;0;10;0;1995
22.10.1994;0;10;0;1995
23.10.1994;0;10;0;1995
24.10.1994;0;10;0;1995
25.10.1994;0;10;0;1995
26.10.1994;5;10;0.05;1995
27.10.1994;17;10;0.17;1995
28.10.1994;10;10;0.1;1995
29.10.1994;17;10;0.17;1995
30.10.1994;10;10;0.1;1995
31.10.1994;0;10;0;1995
01.11.1994;0;11;0;1995
02.11.1994;0;11;0;1995
03.11.1994;0;11;0;1995
04.11.1994;0;11;0;1995
05.11.1994;0;11;0;1995
06.11.1994;0;11;0;1995
07.11.1994;0;11;0;1995
08.11.1994;0;11;0;1995
09.11.1994;0;11;0;1995
10.11.1994;0;11;0;1995
11.11.1994;23;11;0.23;1995
12.11.1994;37;11;0.37;1995
13.11.1994;35;11;0.35;1995
14.11.1994;28;11;0.28;1995
15.11.1994;23;11;0.23;1995
16.11.1994;15;11;0.15;1995
17.11.1994;11;11;0.11;1995
18.11.1994;20;11;0.2;1995
19.11.1994;27;11;0.27;1995
20.11.1994;20;11;0.2;1995
21.11.1994;11;11;0.11;1995
22.11.1994;11;11;0.11;1995
23.11.1994;11;11;0.11;1995
24.11.1994;11;11;0.11;1995
25.11.1994;11;11;0.11;1995
26.11.1994;10;11;0.1;1995
27.11.1994;11;11;0.11;1995
28.11.1994;11;11;0.11;1995
29.11.1994;11;11;0.11;1995
30.11.1994;11;11;0.11;1995
01.12.1994;11;12;0.11;1995
02.12.1994;11;12;0.11;1995
03.12.1994;11;12;0.11;1995
04.12.1994;11;12;0.11;1995
05.12.1994;8;12;0.08;1995
06.12.1994;8;12;0.08;1995
07.12.1994;11;12;0.11;1995
08.12.1994;11;12;0.11;1995
09.12.1994;12;12;0.12;1995
10.12.1994;15;12;0.15;1995
11.12.1994;20;12;0.2;1995
12.12.1994;18;12;0.18;1995
13.12.1994;18;12;0.18;1995
14.12.1994;18;12;0.18;1995
15.12.1994;28;12;0.28;1995
16.12.1994;26;12;0.26;1995
17.12.1994;26;12;0.26;1995
18.12.1994;26;12;0.26;1995
19.12.1994;26;12;0.26;1995
20.12.1994;30;12;0.3;1995
21.12.1994;45;12;0.45;1995
22.12.1994;48;12;0.48;1995
23.12.1994;45;12;0.45;1995
24.12.1994;45;12;0.45;1995
25.12.1994;45;12;0.45;1995
26.12.1994;45;12;0.45;1995
27.12.1994;45;12;0.45;1995
28.12.1994;30;12;0.3;1995
29.12.1994;30;12;0.3;1995
30.12.1994;30;12;0.3;1995
31.12.1994;58;12;0.58;1995
01.01.1995;68;1;0.68;1995
02.01.1995;75;1;0.75;1995
03.01.1995;95;1;0.95;1995
04.01.1995;90;1;0.9;1995
05.01.1995;83;1;0.83;1995
06.01.1995;78;1;0.78;1995
07.01.1995;75;1;0.75;1995
08.01.1995;78;1;0.78;1995
09.01.1995;75;1;0.75;1995
10.01.1995;89;1;0.89;1995
11.01.1995;120;1;1.2;1995
12.01.1995;150;1;1.5;1995
13.01.1995;160;1;1.6;1995
14.01.1995;155;1;1.55;1995
15.01.1995;143;1;1.43;1995
16.01.1995;135;1;1.35;1995
17.01.1995;130;1;1.3;1995
18.01.1995;125;1;1.25;1995
19.01.1995;125;1;1.25;1995
20.01.1995;128;1;1.28;1995
21.01.1995;125;1;1.25;1995
22.01.1995;120;1;1.2;1995
23.01.1995;110;1;1.1;1995
24.01.1995;125;1;1.25;1995
25.01.1995;135;1;1.35;1995
26.01.1995;120;1;1.2;1995
27.01.1995;138;1;1.38;1995
28.01.1995;134;1;1.34;1995
29.01.1995;138;1;1.38;1995
30.01.1995;140;1;1.4;1995
31.01.1995;160;1;1.6;1995
01.02.1995;150;2;1.5;1995
02.02.1995;145;2;1.45;1995
03.02.1995;143;2;1.43;1995
04.02.1995;140;2;1.4;1995
05.02.1995;140;2;1.4;1995
06.02.1995;140;2;1.4;1995
07.02.1995;138;2;1.38;1995
08.02.1995;135;2;1.35;1995
09.02.1995;140;2;1.4;1995
10.02.1995;147;2;1.47;1995
11.02.1995;146;2;1.46;1995
12.02.1995;145;2;1.45;1995
13.02.1995;140;2;1.4;1995
14.02.1995;138;2;1.38;1995
15.02.1995;143;2;1.43;1995
16.02.1995;140;2;1.4;1995
17.02.1995;136;2;1.36;1995
18.02.1995;160;2;1.6;1995
19.02.1995;168;2;1.68;1995
20.02.1995;155;2;1.55;1995
21.02.1995;145;2;1.45;1995
22.02.1995;143;2;1.43;1995
23.02.1995;143;2;1.43;1995
24.02.1995;155;2;1.55;1995
25.02.1995;166;2;1.66;1995
26.02.1995;177;2;1.77;1995
27.02.1995;197;2;1.97;1995
28.02.1995;192;2;1.92;1995
01.03.1995;180;3;1.8;1995
02.03.1995;173;3;1.73;1995
03.03.1995;170;3;1.7;1995
04.03.1995;185;3;1.85;1995
05.03.1995;187;3;1.87;1995
06.03.1995;186;3;1.86;1995
07.03.1995;188;3;1.88;1995
08.03.1995;185;3;1.85;1995
09.03.1995;180;3;1.8;1995
10.03.1995;178;3;1.78;1995
11.03.1995;175;3;1.75;1995
12.03.1995;172;3;1.72;1995
13.03.1995;168;3;1.68;1995
14.03.1995;166;3;1.66;1995
15.03.1995;166;3;1.66;1995
16.03.1995;185;3;1.85;1995
17.03.1995;180;3;1.8;1995
18.03.1995;182;3;1.82;1995
19.03.1995;190;3;1.9;1995
20.03.1995;195;3;1.95;1995
21.03.1995;220;3;2.2;1995
22.03.1995;236;3;2.36;1995
23.03.1995;216;3;2.16;1995
24.03.1995;207;3;2.07;1995
25.03.1995;197;3;1.97;1995
26.03.1995;196;3;1.96;1995
27.03.1995;193;3;1.93;1995
28.03.1995;216;3;2.16;1995
29.03.1995;216;3;2.16;1995
30.03.1995;233;3;2.33;1995
31.03.1995;226;3;2.26;1995
01.04.1995;235;4;2.35;1995
02.04.1995;237;4;2.37;1995
03.04.1995;225;4;2.25;1995
04.04.1995;217;4;2.17;1995
05.04.1995;208;4;2.08;1995
06.04.1995;200;4;2;1995
07.04.1995;195;4;1.95;1995
08.04.1995;192;4;1.92;1995
09.04.1995;207;4;2.07;1995
10.04.1995;197;4;1.97;1995
11.04.1995;197;4;1.97;1995
12.04.1995;192;4;1.92;1995
13.04.1995;208;4;2.08;1995
14.04.1995;198;4;1.98;1995
15.04.1995;212;4;2.12;1995
16.04.1995;205;4;2.05;1995
17.04.1995;212;4;2.12;1995
18.04.1995;203;4;2.03;1995
19.04.1995;195;4;1.95;1995
20.04.1995;191;4;1.91;1995
21.04.1995;190;4;1.9;1995
22.04.1995;183;4;1.83;1995
23.04.1995;174;4;1.74;1995
24.04.1995;166;4;1.66;1995
25.04.1995;161;4;1.61;1995
26.04.1995;175;4;1.75;1995
27.04.1995;168;4;1.68;1995
28.04.1995;162;4;1.62;1995
29.04.1995;160;4;1.6;1995
30.04.1995;156;4;1.56;1995
01.05.1995;155;5;1.55;1995
02.05.1995;146;5;1.46;1995
03.05.1995;141;5;1.41;1995
04.05.1995;136;5;1.36;1995
05.05.1995;134;5;1.34;1995
06.05.1995;126;5;1.26;1995
07.05.1995;121;5;1.21;1995
08.05.1995;116;5;1.16;1995
09.05.1995;105;5;1.05;1995
10.05.1995;101;5;1.01;1995
11.05.1995;97;5;0.97;1995
12.05.1995;94;5;0.94;1995
13.05.1995;89;5;0.89;1995
14.05.1995;107;5;1.07;1995
15.05.1995;102;5;1.02;1995
16.05.1995;92;5;0.92;1995
17.05.1995;84;5;0.84;1995
18.05.1995;76;5;0.76;1995
19.05.1995;70;5;0.7;1995
20.05.1995;68;5;0.68;1995
21.05.1995;63;5;0.63;1995
22.05.1995;60;5;0.6;1995
23.05.1995;57;5;0.57;1995
24.05.1995;52;5;0.52;1995
25.05.1995;45;5;0.45;1995
26.05.1995;25;5;0.25;1995
27.05.1995;13;5;0.13;1995
28.05.1995;0;5;0;1995
29.05.1995;0;5;0;1995
30.05.1995;0;5;0;1995
31.05.1995;0;5;0;1995
01.06.1995;0;6;0;1995
02.06.1995;0;6;0;1995
03.06.1995;0;6;0;1995
04.06.1995;0;6;0;1995
05.06.1995;5;6;0.05;1995
06.06.1995;0;6;0;1995
07.06.1995;0;6;0;1995
08.06.1995;0;6;0;1995
09.06.1995;0;6;0;1995
10.06.1995;0;6;0;1995
11.06.1995;0;6;0;1995
12.06.1995;0;6;0;1995
13.06.1995;0;6;0;1995
14.06.1995;5;6;0.05;1995
15.06.1995;0;6;0;1995
16.06.1995;0;6;0;1995
17.06.1995;0;6;0;1995
18.06.1995;0;6;0;1995
19.06.1995;0;6;0;1995
20.06.1995;0;6;0;1995
21.06.1995;0;6;0;1995
22.06.1995;0;6;0;1995
23.06.1995;0;6;0;1995
24.06.1995;0;6;0;1995
25.06.1995;0;6;0;1995
26.06.1995;0;6;0;1995
27.06.1995;0;6;0;1995
28.06.1995;0;6;0;1995
29.06.1995;0;6;0;1995
30.06.1995;0;6;0;1995
01.07.1995;0;7;0;1995
02.07.1995;0;7;0;1995
03.07.1995;0;7;0;1995
04.07.1995;0;7;0;1995
05.07.1995;0;7;0;1995
06.07.1995;0;7;0;1995
07.07.1995;0;7;0;1995
08.07.1995;0;7;0;1995
09.07.1995;0;7;0;1995
10.07.1995;0;7;0;1995
11.07.1995;0;7;0;1995
